Notes,Ten-Year Age Groups,Ten-Year Age Groups Code,State,State Code,County,County Code,Race,Race Code,Year,Year Code,Deaths,Population,Crude Rate
,15-24 years,15-24,New York,36,"Bronx County, NY",36005,White,2106-3,2016,2016,17,98204,Unreliable
,15-24 years,15-24,New York,36,"Bronx County, NY",36005,White,2106-3,2018,2018,12,90489,Unreliable
,15-24 years,15-24,New York,36,"Dutchess County, NY",36027,White,2106-3,2013,2013,10,37705,Unreliable
,15-24 years,15-24,New York,36,"Erie County, NY",36029,White,2106-3,2009,2009,10,103658,Unreliable
,15-24 years,15-24,New York,36,"Erie County, NY",36029,White,2106-3,2010,2010,11,103158,Unreliable
,15-24 years,15-24,New York,36,"Erie County, NY",36029,White,2106-3,2011,2011,23,102011,22.5
,15-24 years,15-24,New York,36,"Erie County, NY",36029,White,2106-3,2013,2013,12,98086,Unreliable
,15-24 years,15-24,New York,36,"Erie County, NY",36029,White,2106-3,2014,2014,24,95534,25.1
,15-24 years,15-24,New York,36,"Erie County, NY",36029,White,2106-3,2015,2015,27,92786,29.1
,15-24 years,15-24,New York,36,"Erie County, NY",36029,White,2106-3,2016,2016,35,90949,38.5
,15-24 years,15-24,New York,36,"Erie County, NY",36029,White,2106-3,2017,2017,27,89088,30.3
,15-24 years,15-24,New York,36,"Erie County, NY",36029,White,2106-3,2018,2018,13,87221,Unreliable
,15-24 years,15-24,New York,36,"Erie County, NY",36029,White,2106-3,2019,2019,14,85937,Unreliable
,15-24 years,15-24,New York,36,"Kings County, NY",36047,White,2106-3,2000,2000,10,174648,Unreliable
,15-24 years,15-24,New York,36,"Kings County, NY",36047,White,2106-3,2001,2001,17,176257,Unreliable
,15-24 years,15-24,New York,36,"Kings County, NY",36047,White,2106-3,2002,2002,15,175063,Unreliable
,15-24 years,15-24,New York,36,"Kings County, NY",36047,White,2106-3,2003,2003,10,173205,Unreliable
,15-24 years,15-24,New York,36,"Kings County, NY",36047,White,2106-3,2004,2004,12,171253,Unreliable
,15-24 years,15-24,New York,36,"Kings County, NY",36047,White,2106-3,2005,2005,12,169204,Unreliable
,15-24 years,15-24,New York,36,"Kings County, NY",36047,White,2106-3,2006,2006,15,168197,Unreliable
,15-24 years,15-24,New York,36,"Kings County, NY",36047,White,2106-3,2010,2010,11,170969,Unreliable
,15-24 years,15-24,New York,36,"Kings County, NY",36047,White,2106-3,2011,2011,11,167686,Unreliable
,15-24 years,15-24,New York,36,"Kings County, NY",36047,White,2106-3,2012,2012,14,165127,Unreliable
,15-24 years,15-24,New York,36,"Kings County, NY",36047,White,2106-3,2014,2014,16,156167,Unreliable
,15-24 years,15-24,New York,36,"Kings County, NY",36047,White,2106-3,2016,2016,18,148673,Unreliable
,15-24 years,15-24,New York,36,"Kings County, NY",36047,White,2106-3,2017,2017,19,145866,Unreliable
,15-24 years,15-24,New York,36,"Kings County, NY",36047,White,2106-3,2018,2018,12,140543,Unreliable
,15-24 years,15-24,New York,36,"Monroe County, NY",36055,White,2106-3,2013,2013,14,82293,Unreliable
,15-24 years,15-24,New York,36,"Monroe County, NY",36055,White,2106-3,2015,2015,14,77959,Unreliable
,15-24 years,15-24,New York,36,"Monroe County, NY",36055,White,2106-3,2016,2016,12,76673,Unreliable
,15-24 years,15-24,New York,36,"Monroe County, NY",36055,White,2106-3,2017,2017,18,75132,Unreliable
,15-24 years,15-24,New York,36,"Monroe County, NY",36055,White,2106-3,2018,2018,20,73323,27.3
,15-24 years,15-24,New York,36,"Monroe County, NY",36055,White,2106-3,2019,2019,11,72114,Unreliable
,15-24 years,15-24,New York,36,"Nassau County, NY",36059,White,2106-3,2006,2006,11,128159,Unreliable
,15-24 years,15-24,New York,36,"Nassau County, NY",36059,White,2106-3,2007,2007,15,129201,Unreliable
,15-24 years,15-24,New York,36,"Nassau County, NY",36059,White,2106-3,2008,2008,20,129571,15.4
,15-24 years,15-24,New York,36,"Nassau County, NY",36059,White,2106-3,2009,2009,13,129748,Unreliable
,15-24 years,15-24,New York,36,"Nassau County, NY",36059,White,2106-3,2010,2010,18,129908,Unreliable
,15-24 years,15-24,New York,36,"Nassau County, NY",36059,White,2106-3,2011,2011,21,131043,16
,15-24 years,15-24,New York,36,"Nassau County, NY",36059,White,2106-3,2012,2012,25,132303,18.9
,15-24 years,15-24,New York,36,"Nassau County, NY",36059,White,2106-3,2013,2013,31,132044,23.5
,15-24 years,15-24,New York,36,"Nassau County, NY",36059,White,2106-3,2014,2014,18,132887,Unreliable
,15-24 years,15-24,New York,36,"Nassau County, NY",36059,White,2106-3,2015,2015,25,132586,18.9
,15-24 years,15-24,New York,36,"Nassau County, NY",36059,White,2106-3,2016,2016,28,132093,21.2
,15-24 years,15-24,New York,36,"Nassau County, NY",36059,White,2106-3,2017,2017,18,130384,Unreliable
,15-24 years,15-24,New York,36,"Nassau County, NY",36059,White,2106-3,2018,2018,18,126439,Unreliable
,15-24 years,15-24,New York,36,"Nassau County, NY",36059,White,2106-3,2019,2019,21,124135,16.9
,15-24 years,15-24,New York,36,"New York County, NY",36061,White,2106-3,2004,2004,10,121640,Unreliable
,15-24 years,15-24,New York,36,"New York County, NY",36061,White,2106-3,2014,2014,14,115766,Unreliable
,15-24 years,15-24,New York,36,"New York County, NY",36061,White,2106-3,2015,2015,12,114343,Unreliable
,15-24 years,15-24,New York,36,"New York County, NY",36061,White,2106-3,2017,2017,10,114353,Unreliable
,15-24 years,15-24,New York,36,"New York County, NY",36061,White,2106-3,2018,2018,11,111168,Unreliable
,15-24 years,15-24,New York,36,"Orange County, NY",36071,White,2106-3,2013,2013,10,46909,Unreliable
,15-24 years,15-24,New York,36,"Queens County, NY",36081,White,2106-3,2005,2005,18,143950,Unreliable
,15-24 years,15-24,New York,36,"Queens County, NY",36081,White,2106-3,2006,2006,10,142308,Unreliable
,15-24 years,15-24,New York,36,"Queens County, NY",36081,White,2106-3,2010,2010,10,143333,Unreliable
,15-24 years,15-24,New York,36,"Queens County, NY",36081,White,2106-3,2011,2011,12,139918,Unreliable
,15-24 years,15-24,New York,36,"Queens County, NY",36081,White,2106-3,2012,2012,11,138133,Unreliable
,15-24 years,15-24,New York,36,"Queens County, NY",36081,White,2106-3,2015,2015,11,128395,Unreliable
,15-24 years,15-24,New York,36,"Queens County, NY",36081,White,2106-3,2016,2016,14,124591,Unreliable
,15-24 years,15-24,New York,36,"Queens County, NY",36081,White,2106-3,2017,2017,13,121421,Unreliable
,15-24 years,15-24,New York,36,"Queens County, NY",36081,White,2106-3,2018,2018,12,113401,Unreliable
,15-24 years,15-24,New York,36,"Queens County, NY",36081,White,2106-3,2019,2019,14,111423,Unreliable
,15-24 years,15-24,New York,36,"Richmond County, NY",36085,White,2106-3,2016,2016,10,44264,Unreliable
,15-24 years,15-24,New York,36,"Suffolk County, NY",36103,White,2106-3,2006,2006,25,156265,16
,15-24 years,15-24,New York,36,"Suffolk County, NY",36103,White,2106-3,2007,2007,16,159330,Unreliable
,15-24 years,15-24,New York,36,"Suffolk County, NY",36103,White,2106-3,2008,2008,21,160863,13.1
,15-24 years,15-24,New York,36,"Suffolk County, NY",36103,White,2106-3,2009,2009,27,162225,16.6
,15-24 years,15-24,New York,36,"Suffolk County, NY",36103,White,2106-3,2010,2010,32,163447,19.6
,15-24 years,15-24,New York,36,"Suffolk County, NY",36103,White,2106-3,2011,2011,41,165183,24.8
,15-24 years,15-24,New York,36,"Suffolk County, NY",36103,White,2106-3,2012,2012,36,166896,21.6
,15-24 years,15-24,New York,36,"Suffolk County, NY",36103,White,2106-3,2013,2013,43,168166,25.6
,15-24 years,15-24,New York,36,"Suffolk County, NY",36103,White,2106-3,2014,2014,38,168599,22.5
,15-24 years,15-24,New York,36,"Suffolk County, NY",36103,White,2106-3,2015,2015,37,167034,22.2
,15-24 years,15-24,New York,36,"Suffolk County, NY",36103,White,2106-3,2016,2016,48,165353,29
,15-24 years,15-24,New York,36,"Suffolk County, NY",36103,White,2106-3,2017,2017,39,162693,24
,15-24 years,15-24,New York,36,"Suffolk County, NY",36103,White,2106-3,2018,2018,29,158644,18.3
,15-24 years,15-24,New York,36,"Suffolk County, NY",36103,White,2106-3,2019,2019,27,156140,17.3
,15-24 years,15-24,New York,36,"Westchester County, NY",36119,White,2106-3,2006,2006,10,82825,Unreliable
,15-24 years,15-24,New York,36,"Westchester County, NY",36119,White,2106-3,2011,2011,10,86954,Unreliable
,15-24 years,15-24,New York,36,"Westchester County, NY",36119,White,2106-3,2012,2012,12,88957,Unreliable
,15-24 years,15-24,New York,36,"Westchester County, NY",36119,White,2106-3,2013,2013,10,91196,Unreliable
,15-24 years,15-24,New York,36,"Westchester County, NY",36119,White,2106-3,2015,2015,15,94000,Unreliable
,15-24 years,15-24,New York,36,"Westchester County, NY",36119,White,2106-3,2016,2016,15,94383,Unreliable
,15-24 years,15-24,New York,36,"Westchester County, NY",36119,White,2106-3,2017,2017,15,93279,Unreliable
,15-24 years,15-24,New York,36,"Westchester County, NY",36119,White,2106-3,2018,2018,12,90925,Unreliable
,25-34 years,25-34,New York,36,"Albany County, NY",36001,White,2106-3,2007,2007,10,28191,Unreliable
,25-34 years,25-34,New York,36,"Albany County, NY",36001,White,2106-3,2013,2013,12,31002,Unreliable
,25-34 years,25-34,New York,36,"Albany County, NY",36001,White,2106-3,2014,2014,12,30369,Unreliable
,25-34 years,25-34,New York,36,"Albany County, NY",36001,White,2106-3,2015,2015,11,29853,Unreliable
,25-34 years,25-34,New York,36,"Albany County, NY",36001,White,2106-3,2018,2018,15,29681,Unreliable
,25-34 years,25-34,New York,36,"Albany County, NY",36001,White,2106-3,2019,2019,13,29636,Unreliable
,25-34 years,25-34,New York,36,"Bronx County, NY",36005,Black or African American,2054-5,2017,2017,12,109023,Unreliable
,25-34 years,25-34,New York,36,"Bronx County, NY",36005,Black or African American,2054-5,2018,2018,18,106290,Unreliable
,25-34 years,25-34,New York,36,"Bronx County, NY",36005,Black or African American,2054-5,2019,2019,12,106372,Unreliable
,25-34 years,25-34,New York,36,"Bronx County, NY",36005,White,2106-3,1999,1999,16,102371,Unreliable
,25-34 years,25-34,New York,36,"Bronx County, NY",36005,White,2106-3,2000,2000,22,101976,21.6
,25-34 years,25-34,New York,36,"Bronx County, NY",36005,White,2106-3,2001,2001,15,100861,Unreliable
,25-34 years,25-34,New York,36,"Bronx County, NY",36005,White,2106-3,2002,2002,14,100322,Unreliable
,25-34 years,25-34,New York,36,"Bronx County, NY",36005,White,2106-3,2003,2003,17,98633,Unreliable
,25-34 years,25-34,New York,36,"Bronx County, NY",36005,White,2106-3,2005,2005,13,93974,Unreliable
,25-34 years,25-34,New York,36,"Bronx County, NY",36005,White,2106-3,2006,2006,21,91897,22.9
,25-34 years,25-34,New York,36,"Bronx County, NY",36005,White,2106-3,2007,2007,15,92038,Unreliable
,25-34 years,25-34,New York,36,"Bronx County, NY",36005,White,2106-3,2008,2008,17,92568,Unreliable
,25-34 years,25-34,New York,36,"Bronx County, NY",36005,White,2106-3,2009,2009,11,92829,Unreliable
,25-34 years,25-34,New York,36,"Bronx County, NY",36005,White,2106-3,2010,2010,13,92727,Unreliable
,25-34 years,25-34,New York,36,"Bronx County, NY",36005,White,2106-3,2011,2011,21,94754,22.2
,25-34 years,25-34,New York,36,"Bronx County, NY",36005,White,2106-3,2012,2012,21,95600,22
,25-34 years,25-34,New York,36,"Bronx County, NY",36005,White,2106-3,2013,2013,17,98152,Unreliable
,25-34 years,25-34,New York,36,"Bronx County, NY",36005,White,2106-3,2014,2014,14,100983,Unreliable
,25-34 years,25-34,New York,36,"Bronx County, NY",36005,White,2106-3,2015,2015,32,103167,31
,25-34 years,25-34,New York,36,"Bronx County, NY",36005,White,2106-3,2016,2016,28,104157,26.9
,25-34 years,25-34,New York,36,"Bronx County, NY",36005,White,2106-3,2017,2017,51,105728,48.2
,25-34 years,25-34,New York,36,"Bronx County, NY",36005,White,2106-3,2018,2018,36,102050,35.3
,25-34 years,25-34,New York,36,"Bronx County, NY",36005,White,2106-3,2019,2019,37,99674,37.1
,25-34 years,25-34,New York,36,"Broome County, NY",36007,White,2106-3,2014,2014,11,19448,Unreliable
,25-34 years,25-34,New York,36,"Broome County, NY",36007,White,2106-3,2016,2016,23,18684,123.1
,25-34 years,25-34,New York,36,"Broome County, NY",36007,White,2106-3,2017,2017,17,18702,Unreliable
,25-34 years,25-34,New York,36,"Broome County, NY",36007,White,2106-3,2018,2018,10,18561,Unreliable
,25-34 years,25-34,New York,36,"Broome County, NY",36007,White,2106-3,2019,2019,17,18449,Unreliable
,25-34 years,25-34,New York,36,"Chautauqua County, NY",36013,White,2106-3,2016,2016,11,14114,Unreliable
,25-34 years,25-34,New York,36,"Chautauqua County, NY",36013,White,2106-3,2019,2019,10,13703,Unreliable
,25-34 years,25-34,New York,36,"Dutchess County, NY",36027,White,2106-3,2011,2011,10,25534,Unreliable
,25-34 years,25-34,New York,36,"Dutchess County, NY",36027,White,2106-3,2012,2012,15,25556,Unreliable
,25-34 years,25-34,New York,36,"Dutchess County, NY",36027,White,2106-3,2013,2013,15,26019,Unreliable
,25-34 years,25-34,New York,36,"Dutchess County, NY",36027,White,2106-3,2015,2015,10,26331,Unreliable
,25-34 years,25-34,New York,36,"Dutchess County, NY",36027,White,2106-3,2016,2016,16,26360,Unreliable
,25-34 years,25-34,New York,36,"Dutchess County, NY",36027,White,2106-3,2017,2017,23,27043,85
,25-34 years,25-34,New York,36,"Dutchess County, NY",36027,White,2106-3,2018,2018,25,27311,91.5
,25-34 years,25-34,New York,36,"Dutchess County, NY",36027,White,2106-3,2019,2019,20,27562,72.6
,25-34 years,25-34,New York,36,"Erie County, NY",36029,White,2106-3,2008,2008,14,83487,Unreliable
,25-34 years,25-34,New York,36,"Erie County, NY",36029,White,2106-3,2009,2009,10,84443,Unreliable
,25-34 years,25-34,New York,36,"Erie County, NY",36029,White,2106-3,2010,2010,14,85528,Unreliable
,25-34 years,25-34,New York,36,"Erie County, NY",36029,White,2106-3,2011,2011,27,88653,30.5
,25-34 years,25-34,New York,36,"Erie County, NY",36029,White,2106-3,2012,2012,20,91683,21.8
,25-34 years,25-34,New York,36,"Erie County, NY",36029,White,2106-3,2013,2013,34,95473,35.6
,25-34 years,25-34,New York,36,"Erie County, NY",36029,White,2106-3,2014,2014,29,98355,29.5
,25-34 years,25-34,New York,36,"Erie County, NY",36029,White,2106-3,2015,2015,91,100106,90.9
,25-34 years,25-34,New York,36,"Erie County, NY",36029,White,2106-3,2016,2016,83,100985,82.2
,25-34 years,25-34,New York,36,"Erie County, NY",36029,White,2106-3,2017,2017,83,102385,81.1
,25-34 years,25-34,New York,36,"Erie County, NY",36029,White,2106-3,2018,2018,63,102238,61.6
,25-34 years,25-34,New York,36,"Erie County, NY",36029,White,2106-3,2019,2019,46,101849,45.2
,25-34 years,25-34,New York,36,"Kings County, NY",36047,Black or African American,2054-5,1999,1999,17,152477,Unreliable
,25-34 years,25-34,New York,36,"Kings County, NY",36047,Black or African American,2054-5,2001,2001,11,144635,Unreliable
,25-34 years,25-34,New York,36,"Kings County, NY",36047,Black or African American,2054-5,2004,2004,10,138697,Unreliable
,25-34 years,25-34,New York,36,"Kings County, NY",36047,Black or African American,2054-5,2017,2017,18,150366,Unreliable
,25-34 years,25-34,New York,36,"Kings County, NY",36047,Black or African American,2054-5,2019,2019,13,146135,Unreliable
,25-34 years,25-34,New York,36,"Kings County, NY",36047,White,2106-3,1999,1999,39,201504,19.4
,25-34 years,25-34,New York,36,"Kings County, NY",36047,White,2106-3,2000,2000,27,199522,13.5
,25-34 years,25-34,New York,36,"Kings County, NY",36047,White,2106-3,2001,2001,30,202390,14.8
,25-34 years,25-34,New York,36,"Kings County, NY",36047,White,2106-3,2002,2002,12,204765,Unreliable
,25-34 years,25-34,New York,36,"Kings County, NY",36047,White,2106-3,2003,2003,26,205943,12.6
,25-34 years,25-34,New York,36,"Kings County, NY",36047,White,2106-3,2004,2004,20,205598,9.7
,25-34 years,25-34,New York,36,"Kings County, NY",36047,White,2106-3,2005,2005,13,206633,Unreliable
,25-34 years,25-34,New York,36,"Kings County, NY",36047,White,2106-3,2006,2006,30,209827,14.3
,25-34 years,25-34,New York,36,"Kings County, NY",36047,White,2106-3,2007,2007,25,215400,11.6
,25-34 years,25-34,New York,36,"Kings County, NY",36047,White,2106-3,2008,2008,32,223108,14.3
,25-34 years,25-34,New York,36,"Kings County, NY",36047,White,2106-3,2009,2009,22,230439,9.5
,25-34 years,25-34,New York,36,"Kings County, NY",36047,White,2106-3,2010,2010,28,233583,12
,25-34 years,25-34,New York,36,"Kings County, NY",36047,White,2106-3,2011,2011,33,241075,13.7
,25-34 years,25-34,New York,36,"Kings County, NY",36047,White,2106-3,2012,2012,32,247913,12.9
,25-34 years,25-34,New York,36,"Kings County, NY",36047,White,2106-3,2013,2013,19,255396,Unreliable
,25-34 years,25-34,New York,36,"Kings County, NY",36047,White,2106-3,2014,2014,38,259351,14.7
,25-34 years,25-34,New York,36,"Kings County, NY",36047,White,2106-3,2015,2015,40,262872,15.2
,25-34 years,25-34,New York,36,"Kings County, NY",36047,White,2106-3,2016,2016,63,262820,24
,25-34 years,25-34,New York,36,"Kings County, NY",36047,White,2106-3,2017,2017,62,264434,23.4
,25-34 years,25-34,New York,36,"Kings County, NY",36047,White,2106-3,2018,2018,38,257351,14.8
,25-34 years,25-34,New York,36,"Kings County, NY",36047,White,2106-3,2019,2019,59,254613,23.2
,25-34 years,25-34,New York,36,"Monroe County, NY",36055,White,2106-3,2007,2007,11,65772,Unreliable
,25-34 years,25-34,New York,36,"Monroe County, NY",36055,White,2106-3,2010,2010,10,69134,Unreliable
,25-34 years,25-34,New York,36,"Monroe County, NY",36055,White,2106-3,2011,2011,15,71851,Unreliable
,25-34 years,25-34,New York,36,"Monroe County, NY",36055,White,2106-3,2012,2012,14,73981,Unreliable
,25-34 years,25-34,New York,36,"Monroe County, NY",36055,White,2106-3,2013,2013,17,76834,Unreliable
,25-34 years,25-34,New York,36,"Monroe County, NY",36055,White,2106-3,2014,2014,25,78327,31.9
,25-34 years,25-34,New York,36,"Monroe County, NY",36055,White,2106-3,2015,2015,17,78875,Unreliable
,25-34 years,25-34,New York,36,"Monroe County, NY",36055,White,2106-3,2016,2016,37,78496,47.1
,25-34 years,25-34,New York,36,"Monroe County, NY",36055,White,2106-3,2017,2017,46,79076,58.2
,25-34 years,25-34,New York,36,"Monroe County, NY",36055,White,2106-3,2018,2018,49,78919,62.1
,25-34 years,25-34,New York,36,"Monroe County, NY",36055,White,2106-3,2019,2019,42,78707,53.4
,25-34 years,25-34,New York,36,"Nassau County, NY",36059,White,2106-3,2001,2001,10,124430,Unreliable
,25-34 years,25-34,New York,36,"Nassau County, NY",36059,White,2106-3,2006,2006,18,105082,Unreliable
,25-34 years,25-34,New York,36,"Nassau County, NY",36059,White,2106-3,2007,2007,21,103611,20.3
,25-34 years,25-34,New York,36,"Nassau County, NY",36059,White,2106-3,2008,2008,18,104484,Unreliable
,25-34 years,25-34,New York,36,"Nassau County, NY",36059,White,2106-3,2009,2009,19,105969,Unreliable
,25-34 years,25-34,New York,36,"Nassau County, NY",36059,White,2106-3,2010,2010,11,107191,Unreliable
,25-34 years,25-34,New York,36,"Nassau County, NY",36059,White,2106-3,2011,2011,33,108441,30.4
,25-34 years,25-34,New York,36,"Nassau County, NY",36059,White,2106-3,2012,2012,31,109658,28.3
,25-34 years,25-34,New York,36,"Nassau County, NY",36059,White,2106-3,2013,2013,36,110929,32.5
,25-34 years,25-34,New York,36,"Nassau County, NY",36059,White,2106-3,2014,2014,52,111515,46.6
,25-34 years,25-34,New York,36,"Nassau County, NY",36059,White,2106-3,2015,2015,52,111319,46.7
,25-34 years,25-34,New York,36,"Nassau County, NY",36059,White,2106-3,2016,2016,65,111069,58.5
,25-34 years,25-34,New York,36,"Nassau County, NY",36059,White,2106-3,2017,2017,57,112101,50.8
,25-34 years,25-34,New York,36,"Nassau County, NY",36059,White,2106-3,2018,2018,58,110814,52.3
,25-34 years,25-34,New York,36,"Nassau County, NY",36059,White,2106-3,2019,2019,37,110426,33.5
,25-34 years,25-34,New York,36,"New York County, NY",36061,Black or African American,2054-5,2018,2018,10,54768,Unreliable
,25-34 years,25-34,New York,36,"New York County, NY",36061,White,2106-3,1999,1999,25,237327,10.5
,25-34 years,25-34,New York,36,"New York County, NY",36061,White,2106-3,2000,2000,18,235928,Unreliable
,25-34 years,25-34,New York,36,"New York County, NY",36061,White,2106-3,2001,2001,25,239051,10.5
,25-34 years,25-34,New York,36,"New York County, NY",36061,White,2106-3,2002,2002,28,238685,11.7
,25-34 years,25-34,New York,36,"New York County, NY",36061,White,2106-3,2003,2003,26,240290,10.8
,25-34 years,25-34,New York,36,"New York County, NY",36061,White,2106-3,2004,2004,10,239897,Unreliable
,25-34 years,25-34,New York,36,"New York County, NY",36061,White,2106-3,2005,2005,24,236541,10.1
,25-34 years,25-34,New York,36,"New York County, NY",36061,White,2106-3,2006,2006,22,235196,9.4
